# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/Gems/SupportGemBitingFrostTwo	Biting Frost II
Metadata/Items/Gems/SupportGemWitheringTouch	Withering Touch
Metadata/Items/Gems/SupportGemHourglass	Hourglass
Metadata/Items/Gems/SupportGemFortress	Fortress I
Metadata/Items/Gems/SupportGemFortressTwo	Fortress II
Metadata/Items/Gems/SupportGemAhnsCitadel	Ahn's Citadel
Metadata/Items/Gems/SupportGemColdPenetration	Cold Penetration
Metadata/Items/Gems/SupportGemColdExposure	Cold Exposure
Metadata/Items/Gems/SupportGemFieryDeath	Fiery Death
Metadata/Items/Gems/SupportGemFrozenVortex	Frozen Vortex
Metadata/Items/Gems/SupportGemShockSiphon	Shock Siphon
Metadata/Items/Gems/SupportGemFrostfire	Frostfire
Metadata/Items/Gems/SupportGemStormfire	Stormfire
Metadata/Items/Gems/SupportGemInevitableCritical	Inexorable Critical I
Metadata/Items/Gems/SupportGemInevitableCriticalTwo	Inexorable Critical II
Metadata/Items/Gems/SupportGemElementalDischarge	Elemental Discharge
Metadata/Items/Gems/SupportGemManaFlare	Mana Flare
Metadata/Items/Gems/SupportGemHexBloom	Hex Bloom
Metadata/Items/Gems/SupportGemSoulThief	Mana Leech
Metadata/Items/Gems/SupportGemOisinsOath	Oisín's Oath
Metadata/Items/Gems/SupportGemElementalFocus	Elemental Focus
Metadata/Items/Gems/SupportGemElementalArmy	Elemental Army
Metadata/Items/Gem/SupportGemMinionInstability	Minion Instability
Metadata/Items/Gems/SupportGemDeepFreeze	Deep Freeze
Metadata/Items/Gems/SupportGemFeedingFrenzy	Feeding Frenzy I
Metadata/Items/Gems/SupportGemFeedingFrenzyTwo	Feeding Frenzy II
Metadata/Items/Gems/SupportGemArcaneSurge	Arcane Surge
Metadata/Items/Gems/SupportGemHeightenedCurse	Heightened Curse
Metadata/Items/Gem/SupportGemCorpseConservation	Corpse Conservation
Metadata/Items/Gems/SupportGemColdInfusion	Cold Attunement
Metadata/Items/Gems/SupportGemArcaneTempo	Rapid Casting I
Metadata/Items/Gems/SupportGemArcaneTempoTwo	Rapid Casting II
Metadata/Items/Gems/SupportGemArcaneTempoThree	Rapid Casting III
Metadata/Items/Gem/SupportGemDecayingHex	Decaying Hex
Metadata/Items/Gem/SupportGemFocusedCurse	Focused Curse
Metadata/Items/Gem/SupportGemRitualisticCurse	Ritualistic Curse
Metadata/Items/Gem/SupportGemMinionPact	Minion Pact I
Metadata/Items/Gem/SupportGemMinionPactTwo	Minion Pact II
Metadata/Items/Gem/SupportGemLastGasp	Last Gasp
Metadata/Items/Gem/SupportGemTecrodsRevenge	Tecrod's Revenge
Metadata/Items/Gems/SupportGemControlledDestruction	Controlled Destruction
Metadata/Items/Gems/SupportGemImpendingDoom	Impending Doom
Metadata/Items/Gems/SupportGemSupercritical	Supercritical
Metadata/Items/Gems/SupportGemIceBite	Ice Bite I
Metadata/Items/Gems/SupportGemIceBiteTwo	Ice Bite II
Metadata/Items/Gems/SupportGemBhatairsVengeance	Bhatair's Vengeance
Metadata/Items/Gems/SupportGemChaosInfusion	Chaos Attunement
Metadata/Items/Gems/SupportGemFireMastery	Fire Mastery
Metadata/Items/Gems/SupportGemColdMastery	Cold Mastery
Metadata/Items/Gems/SupportGemLightningMastery	Lightning Mastery
Metadata/Items/Gems/SupportGemChaosMastery	Chaos Mastery
Metadata/Items/Gems/SupportGemPhysicalMastery	Physical Mastery
Metadata/Items/Gems/SupportGemMinionMastery	Minion Mastery
Metadata/Items/Gem/SupportGemChaoticFreeze	Chaotic Freeze
Metadata/Items/Gem/SupportGemIntenseAgony	Intense Agony
Metadata/Items/Gems/SupportGemDrainAilments	Drain Ailments
Metadata/Items/Gem/SupportGemHinder	Hinder
Metadata/Items/Gem/SupportGemSpellCascade	Spell Cascade
Metadata/Items/Gem/SupportGemSoulbreaker	Soulbreaker
Metadata/Items/Gem/SupportGemCursedGround	Cursed Ground
Metadata/Items/Gem/SupportGemDoedresUndoing	Doedre's Undoing
Metadata/Items/Gem/SupportGemHayoxisFulmination	Hayoxi's Fulmination
Metadata/Items/Gem/SupportGemZerphisLegacy	Zerphi's Infamy
Metadata/Items/Gem/SupportGemHideOfHelbrym	Helbrym's Hide
Metadata/Items/Gems/SupportGemClarity	Clarity I
Metadata/Items/Gems/SupportGemClarityTwo	Clarity II
Metadata/Items/Gem/SkillGemRagingSpirits	Raging Spirits
Metadata/Items/QuestItems/Gallows/Act3/MushroomRed	Red Mushroom
Metadata/Items/QuestItems/Gallows/Act3/MushroomGreen	Green Mushroom
Metadata/Items/QuestItems/Gallows/Act3/MushroomBlue	Blue Mushroom
Metadata/Items/Pinnacle/PinnacleKey1	Ancient Crisis Fragment
Metadata/Items/Pinnacle/PinnacleKey2	Faded Crisis Fragment
Metadata/Items/Pinnacle/PinnacleKey3	Weathered Crisis Fragment
Metadata/Items/Pinnacle/PinnacleKeyUber1	Primary Calamity Fragment
Metadata/Items/Pinnacle/PinnacleKeyUber2	Secondary Calamity Fragment
Metadata/Items/Pinnacle/PinnacleKeyUber3	Tertiary Calamity Fragment
Metadata/Items/UltimatumKey	Inscribed Ultimatum
Metadata/Items/Ultimatum/UltimatumKeyNew	Inscribed Ultimatum
Metadata/Items/QuestItems/UltimatumKeyQuest	Chimeral Inscribed Ultimatum
Metadata/Items/Ultimatum/TrialmasterKey1	Cowardly Fate
Metadata/Items/Ultimatum/TrialmasterKey2	Deadly Fate
Metadata/Items/Ultimatum/TrialmasterKey3	Victorious Fate
Metadata/Items/Gem/SkillGemTwister	Twister
Metadata/Items/Gem/SkillGemDetonateMinion	Detonate Minion
Metadata/Items/Gem/SkillGemExplosiveSpear	Explosive Spear
Metadata/Items/Gem/SkillGemSpearWindVortex	[DNT-UNUSED] Spear Vortex
Metadata/Items/Gem/SkillGemElementalSiphon	Elemental Siphon
Metadata/Items/Gem/SkillGemThunderousLeap	Thunderous Leap
Metadata/Items/Gem/SkillGemWindDancer	Wind Dancer
Metadata/Items/Gem/SkillGemProfaneRitual	Profane Ritual
Metadata/Items/Gem/SkillGemSoulOffering	Soul Offering
Metadata/Items/Gem/SkillGemDarkEffigy	Dark Effigy
Metadata/Items/Gems/SkillGemSkeletalWarriorWeaponSkill	Skeletal Warrior
Metadata/Items/Gems/ReservationGemUncut	Uncut Spirit Gem
Metadata/Items/Gem/SkillGemGrimFeast	Grim Feast
Metadata/Items/Gems/SkillGemCastOnMinionDeath	Cast on Minion Death
Metadata/Items/Gem/SkillGemScavengedPlating	Scavenged Plating
Metadata/Items/Gems/SkillGemSpinningInferno	Spinning Inferno
Metadata/Items/Gem/SkillGemManaDrain	Mana Drain
Metadata/Items/Gem/SkillGemBoneBlast	Bone Blast
Metadata/Items/Gem/SkillGemBlink	Blink
Metadata/Items/Gem/SkillGemBlackPowderBlitz	Black Powder Blitz
Metadata/Items/Gem/SkillGemMoltenBlast	Molten Blast
Metadata/Items/Gem/SkillGemMalice	Malice
Metadata/Items/Gem/SkillGemHydra	Hydra Familiar
Metadata/Items/Gem/SkillGemHammerOfTheGods	Hammer of the Gods
Metadata/Items/Gem/SkillGemHammerOfNgamahu	[DNT] Hammer of Ngamahu
Metadata/Items/Gem/SkillGemLivingBombPlayer	Living Bomb
Metadata/Items/Gem/SkillGemStampede	Stampede
Metadata/Items/Gem/SkillGemShieldWall	Shield Wall
Metadata/Items/Gem/SkillGemFortifyingCry	Fortifying Cry
Metadata/Items/Gems/SkillGemEmberFusillade	Ember Fusillade
Metadata/Items/Gems/SkillGemScatteringCalamity	His Scattering Calamity
Metadata/Items/Gem/SkillGemHighVelocityRounds	High Velocity Rounds
Metadata/Items/Gem/SkillGemFragmentationRounds	Fragmentation Rounds
Metadata/Items/Gem/SkillGemSiegeCascade	Siege Cascade
Metadata/Items/Gem/SkillGemArmourPiercingRounds	Armour Piercing Rounds
Metadata/Items/Gem/SkillGemExplosiveShot	Explosive Shot
Metadata/Items/Gem/SkillGemIncendiaryShot	Incendiary Shot
Metadata/Items/Gem/SkillGemRapidShot	Rapid Shot
Metadata/Items/Gem/SkillGemGlacialBolt	Glacial Bolt
Metadata/Items/Gem/SkillGemPermafrostBolts	Permafrost Bolts
Metadata/Items/Gem/SkillGemHailstormRounds	Hailstorm Rounds
Metadata/Items/Gem/SkillGemIceShards	Ice Shards
Metadata/Items/Gem/SkillGemPlasmaBlast	Plasma Blast
Metadata/Items/Gem/SkillGemGalvanicShards	Galvanic Shards
Metadata/Items/Gem/SkillGemStormblastBolts	Stormblast Bolts
Metadata/Items/Gem/SkillGemShockburstRounds	Shockburst Rounds
Metadata/Items/Gem/SkillGemPlayerDefaultUnarmed	Punch
Metadata/Items/Gem/SkillGemPlayerDefaultQuarterstaff	Quarterstaff Strike
Metadata/Items/Gem/SkillGemPlayerDefaultFlail	Flail Strike
Metadata/Items/Gem/SkillGemPlayerDefault1HSword	Sword Slash
Metadata/Items/Gem/SkillGemPlayerDefaultSwordSword	Sword Slash
Metadata/Items/Gem/SkillGemPlayerDefault2HSword	Sword Slash
Metadata/Items/Gem/SkillGemPlayerDefault1HAxe	Axe Slash
Metadata/Items/Gem/SkillGemPlayerDefaultAxeAxe	Axe Slash
Metadata/Items/Gem/SkillGemPlayerDefault2HAxe	Axe Slash
Metadata/Items/Gem/SkillGemPlayerDefault1HMace	Mace Strike
Metadata/Items/Gem/SkillGemPlayerDefaultMaceMace	Mace Strike
Metadata/Items/Gem/SkillGemPlayerDefault2HMace	Mace Strike
Metadata/Items/Gem/SkillGemPlayerDefaultClaw	Claw Stab
Metadata/Items/Gem/SkillGemPlayerDefaultClawClaw	Claw Stab
Metadata/Items/Gem/SkillGemPlayerDefaultDagger	Dagger Stab
Metadata/Items/Gem/SkillGemPlayerDefaultDaggerDagger	Dagger Stab
Metadata/Items/Gem/SkillGemPlayerDefaultSpear	Spear Stab
Metadata/Items/Gem/SkillGemPlayerDefaultSpearOffHand	Spear Stab
Metadata/Items/Gem/SkillGemPlayerDefaultSpearThrow	Spear Throw
Metadata/Items/Gem/SkillGemPlayerDefaultBow	Bow Shot
Metadata/Items/Gem/SkillGemPlayerDefaultCrossbow	Crossbow Shot
Metadata/Items/Gem/SkillGemPlaytestAttack	Playtest Attack
Metadata/Items/Gem/SkillGemPlaytestSlam	Playtest Slam
Metadata/Items/Gem/SkillGemPlaytestSpell	Playtest Spell
Metadata/Items/Gem/SkillGemShockchainArrow	Shockchain Arrow
Metadata/Items/Gem/SkillGemVaultingImpact	Vaulting Impact
Metadata/Items/Gem/SkillGemStormWave	Storm Wave
Metadata/Items/Gem/SkillGemMantraOfDestruction	Mantra of Destruction
Metadata/Items/Gem/SkillGemAscendancyLifeRemnants	Life Remnants
Metadata/Items/Gem/SkillGemAscendancyExplosiveConcoction	Explosive Concoction
Metadata/Items/Gem/SkillGemAscendancyFulminatingConcoction	Fulminating Concoction
Metadata/Items/Gem/SkillGemAscendancyShatteringConcoction	Shattering Concoction
Metadata/Items/Gem/SkillGemAscendancyPoisonousConcoction	Acidic Concoction
Metadata/Items/Gem/SkillGemAscendancyBleedingConcoction	Bleeding Concoction
Metadata/Items/Gem/SkillGemAscendancyMeditate	Meditate
Metadata/Items/Gem/SkillGemAscendancyElementalStorm	Elemental Storm
Metadata/Items/Gem/SkillGemAscendancyUnboundAvatar	Unbound Avatar
Metadata/Items/Gem/SkillGemAscendancySummonInfernalHound	Summon Infernal Hound
Metadata/Items/Gem/SkillGemAscendancySummonWaterDjinn	Navira, the Last Mirage
Metadata/Items/Gem/SkillGemAscendancyCommandWaterDjinnGroundBurst	Navira's Fracturing
Metadata/Items/Gem/SkillGemAscendancyCommandWaterDjinnESRecharge	Navira's Well
Metadata/Items/Gem/SkillGemAscendancySummonFireDjinn	Ruzhan, the Blazing Sword
Metadata/Items/Gem/SkillGemAscendancyCommandFireDjinnFlameRunes	Ruzhan's Trap
Metadata/Items/Gem/SkillGemAscendancyCommandFireDjinnMeteor	Ruzhan's Reckoning
Metadata/Items/Gem/SkillGemAscendancyCommandFireDjinnMassFusillade	Ruzhan's Fury
Metadata/Items/Gem/SkillGemAscendancySummonSandDjinn	Kelari, the Tainted Sands
Metadata/Items/Gem/SkillGemAscendancyCommandSandExplodeTeleport	Kelari's Deception
Metadata/Items/Gem/SkillGemAscendancyCommandSandDaggerSlam	Kelari's Judgment
Metadata/Items/Gem/SkillGemAscendancyCorpseBeetles	Kelari's Malediction
Metadata/Items/Gem/SkillGemAscendancyAlignFate	Align Fate
Metadata/Items/Gem/SkillGemAscendancyMomentOfVulnerability	Moment of Vulnerability
Metadata/Items/Gem/SkillGemAscendancyTimeFreeze	Time Freeze
Metadata/Items/Gem/SkillGemAscendancyTimeSnap	Time Snap
Metadata/Items/Gem/SkillGemAscendancyEncasedInJade	Encase in Jade
Metadata/Items/Gem/SkillGemAscendancySorceryWard	Sorcery Ward
Metadata/Items/Gem/SkillGemAscendancyRitualSacrifice	Ritual Sacrifice
Metadata/Items/Gem/SkillGemAscendancyBloodBoil	Blood Boil
Metadata/Items/Gem/SkillGemAscendancyVividStags	[DNT-UNUSED] Vivid Stags
Metadata/Items/Gem/SkillGemAscendancyCompanionBear	[DNT] Companion Bear
Metadata/Items/Gem/SkillGemAscendancyMetaMantraOfIllusions	[DNT-UNUSED] Mantra of Illusions
Metadata/Items/Gem/SkillGemAscendancySpectralBells	[DNT-UNUSED] Spectral Bells
Metadata/Items/Gem/SkillGemAscendancySpectralBellCarried	[DNT-UNUSED] Carried Spectral Bell
Metadata/Items/Gem/SkillGemAscendancyMetaRangedAttackOnIgnite	[DNT] Meta Ranged Attack on Ignite
Metadata/Items/Gem/SkillGemAscendancyMetaRangedAttackOnShock	[DNT] Meta Ranged Attack on Shock
Metadata/Items/Gem/SkillGemAscendancyMetaRangedAttackOnFreeze	[DNT] Meta Ranged Attack on Freeze
Metadata/Items/Gem/SkillGemAscendancyMetaArcaneArchery	[DNT-UNUSED] Arcane Archery
Metadata/Items/Gem/SkillGemAscendancyInevitableAgony	Inevitable Agony
Metadata/Items/Gem/SkillGemAscendancyWitchHunterMark	[DNT] UNUSED
Metadata/Items/Gem/SkillGemAscendanyMetaDeadeyeMarks	Called Shots
Metadata/Items/TowerAugment/BreachAugment	Breach Precursor Tablet
Metadata/Items/TowerAugment/ExpeditionAugment	Expedition Precursor Tablet
Metadata/Items/TowerAugment/DeliriumAugment	Delirium Precursor Tablet
Metadata/Items/TowerAugment/RitualAugment	Ritual Precursor Tablet
Metadata/Items/TowerAugment/GenericAugment	Precursor Tablet
Metadata/Items/TowerAugment/MapBossAugment	Overseer Precursor Tablet
Metadata/Items/TowerAugment/AbyssAugment	Abyss Precursor Tablet
Metadata/Items/Gems/SkillGemCorpsewadeCorpseCloud	Decompose
Metadata/Items/Gem/SkillGemAscendancyElementalExpression	Elemental Expression
Metadata/Items/Gem/SkillGemIceShot	Ice Shot
Metadata/Items/Gem/SkillGemWarBanner	War Banner
Metadata/Items/Gem/SkillGemDefianceBanner	Defiance Banner
Metadata/Items/Gem/SkillGemFreezingMark	Freezing Mark
Metadata/Items/Gem/SkillGemVoltaicMark	Voltaic Mark
Metadata/Items/Gem/SkillGemHandOfChayula	Hand of Chayula
Metadata/Items/Gem/SkillGemAscendancyTemporalRift	Temporal Rift
Metadata/Items/Gem/SkillGemAscendancyDemonForm	Demon Form
Metadata/Items/Gem/SkillGemTimeOfNeed	Time of Need
Metadata/Items/Gem/SkillGemElementalInvocation	Elemental Invocation
Metadata/Items/Gem/SkillGemExplosiveGrenade	Explosive Grenade
Metadata/Items/Gem/SkillGemFlashGrenade	Flash Grenade
Metadata/Items/Gem/SkillGemOilGrenade	Oil Grenade
Metadata/Items/Gem/SkillGemGasGrenade	Gas Grenade
Metadata/Items/Gems/SkillGemVoltaicGrenade	Voltaic Grenade
Metadata/Items/Gem/SkillGemAttrition	Attrition
Metadata/Items/Gem/SkillGemElementalConflux	Elemental Conflux
Metadata/Items/Gem/SkillGemAscendancyIntoTheBreach	Into the Breach
Metadata/Items/Gem/SkillGemAscendancyAncestralSpirits	Ancestral Spirits
Metadata/Items/Gem/SkillGemEmergencyReload	Emergency Reload
Metadata/Items/Gems/SupportGemFontofBlood	Font of Blood
Metadata/Items/Gems/SupportGemFontofMana	Font of Mana
Metadata/Items/Gems/SupportGemFontofRage	Font of Rage
Metadata/Items/Gem/SkillGemClusterGrenade	Cluster Grenade
Metadata/Items/Gem/SkillGemDreadBanner	Dread Banner
Metadata/Items/Gem/SkillGemTornadoShot	Tornado Shot
Metadata/Items/Currency/OmenOnLowLifeRecoverCharges	Omen of Refreshment
Metadata/Items/Currency/OmenOnLowLifeFullyHeal	Omen of Resurgence
Metadata/Items/Currency/OmenOnDeathPreventExpLoss	Omen of Amelioration
Metadata/Items/Currency/OmenOnChaosLowestLevelMod	Omen of Whittling
Metadata/Items/Currency/OmenOnChaosPrefix	Omen of Sinistral Erasure
Metadata/Items/Currency/OmenOnChaosSuffix	Omen of Dextral Erasure
Metadata/Items/Currency/OmenOnAlchemyMaximumPrefixes	Omen of Sinistral Alchemy
Metadata/Items/Currency/OmenOnAlchemyMaximumSuffixes	Omen of Dextral Alchemy
Metadata/Items/Currency/OmenOnRegalPrefix	Omen of Sinistral Coronation
Metadata/Items/Currency/OmenOnRegalSuffix	Omen of Dextral Coronation
Metadata/Items/Currency/OmenOnVaalRemoveDoNothingOutcome	Omen of Corruption
Metadata/Items/Currency/OmenOnExaltAddTwoMods	Omen of Greater Exaltation
Metadata/Items/Currency/OmenOnExaltAddPrefixes	Omen of Sinistral Exaltation
Metadata/Items/Currency/OmenOnExaltAddSuffixes	Omen of Dextral Exaltation
Metadata/Items/Currency/OmenOnAnnulRemoveTwoMods	Omen of Greater Annulment
Metadata/Items/Currency/OmenOnAnnulRemovePrefixes	Omen of Sinistral Annulment
Metadata/Items/Currency/OmenOnAnnulRemoveSuffixes	Omen of Dextral Annulment
Metadata/Items/Currency/OmenShrineAdditionalEffect	Omen of Answered Prayers
Metadata/Items/Currency/OmenStrongboxOpenableAgain	Omen of Secret Compartments
Metadata/Items/Currency/OmenTormentedMonsterReleased	Omen of the Hunt
Metadata/Items/Currency/OmenRogueExileSummonsPartyMember	Omen of Reinforcements
Metadata/Items/Currency/OmenOnExaltAddExistingModType	Omen of Homogenising Exaltation
Metadata/Items/Currency/OmenOnRegalAddExistingModType	Omen of Homogenising Coronation
Metadata/Items/Currency/OmenGambleNoGoldCost	Omen of Gambling
Metadata/Items/Currency/OmenSellVendorRandomise	Omen of Bartering
Metadata/Items/Currency/OmenRecombination	Omen of Recombination
Metadata/Items/Currency/OmenOnDivineRerollImplicits	Omen of the Blessed
Metadata/Items/Currency/OmenOnChaosMapItemRarity	Omen of Chaotic Rarity
Metadata/Items/Currency/OmenOnChaosMapPackSize	Omen of Chaotic Quantity
Metadata/Items/Currency/OmenOnChaosMapMonsterRarity	Omen of Chaotic Monsters
Metadata/Items/Currency/OmenOnChanceNotDestroy	Omen of Chance
Metadata/Items/Currency/OmenOnChanceAncientOrb	Omen of the Ancients
Metadata/Items/Currency/OmenOnDivineSanctify	Omen of Sanctification
Metadata/Items/Currency/OmenOnPerfectEssenceSuffix	Omen of Dextral Crystallisation
Metadata/Items/Currency/OmenOnPerfectEssencePrefix	Omen of Sinistral Crystallisation
Metadata/Items/Currency/OmenOnExaltConsumeQuality	Omen of Catalysing Exaltation
Metadata/Items/Currency/OmenOnAbyssRerollOptions	Omen of Abyssal Echoes
Metadata/Items/Currency/OmenOnAbyssGuarenteeLichTypeMod1	Omen of the Sovereign
Metadata/Items/Currency/OmenOnAbyssGuarenteeLichTypeMod2	Omen of the Liege
Metadata/Items/Currency/OmenOnAbyssGuarenteeLichTypeMod3	Omen of the Blackblooded
Metadata/Items/Currency/OmenOnAbyssVeilAllAndCorrupt	Omen of Putrefaction
Metadata/Items/Currency/OmenOnAnnulRemoveAbyssMod	Omen of Light
Metadata/Items/Currency/OmenOnAbyssAddPrefixes	Omen of Sinistral Necromancy
Metadata/Items/Currency/OmenOnAbyssAddSuffixes	Omen of Dextral Necromancy
Metadata/Items/Gem/SkillGemBlinkSandPlayer	Blink
Metadata/Items/Gem/SkillGemChargeInfusion	Charge Regulation
Metadata/Items/Gem/SupportGemHolyDescent	Holy Descent
Metadata/Items/Gems/SupportGemBurningInscription	Burning Inscription
Metadata/Items/Gem/SkillGemShardScavenger	Shard Scavenger
Metadata/Items/Gem/SupportGemDoubleBarrel	Double Barrel I
Metadata/Items/Gem/SupportGemDoubleBarrelTwo	Double Barrel II
Metadata/Items/Gem/SupportGemDoubleBarrelThree	Double Barrel III
Metadata/Items/Gem/SupportGemCombatReload	Ratha's Assault
Metadata/Items/Gem/SupportGemAutoReload	Auto Reload
Metadata/Items/Gem/SupportGemAmmoConservation	Ammo Conservation I
Metadata/Items/Gem/SupportGemAmmoConservationTwo	Ammo Conservation II
Metadata/Items/Gem/SupportGemAmmoConservationThree	Ammo Conservation III
Metadata/Items/Gem/SupportGemAmmoConservationFour	Arjun's Medal
Metadata/Items/Gem/SupportGemNimbleReload	Nimble Reload
Metadata/Items/Gem/SupportGemFreshClip	Fresh Clip I
Metadata/Items/Gem/SupportGemFreshClipTwo	Fresh Clip II
Metadata/Items/Gem/SupportGemSacrificialLamb	Sacrificial Lamb I
Metadata/Items/Gem/SupportGemSacrificialLambTwo	Sacrificial Lamb II
Metadata/Items/Gem/SkillGemOverwhelmingPresence	Overwhelming Presence
Metadata/Items/Gem/SkillGemAlchemistsBoon	Alchemist's Boon
Metadata/Items/Gem/SkillGemReapersInvocation	Reaper's Invocation
Metadata/Items/Gem/SkillGemSacrifice	Sacrifice
Metadata/Items/Gem/SkillGemArchmage	Archmage
Metadata/Items/Gem/SkillGemMagneticSalvo	Magnetic Salvo
Metadata/Items/Gem/SkillGemFreezingSalvo	Freezing Salvo
Metadata/Items/Gem/SkillGemTriggeredGasCloud	[DNT-UNUSED] Gas Cloud
Metadata/Items/Gem/SkillGemTriggeredDetonation	[DNT-UNUSED] Detonation
Metadata/Items/Gem/SkillGemBerserk	Berserk
Metadata/Items/Gem/SkillGemHeraldOfPlague	Herald of Plague
Metadata/Items/Gem/SkillGemHeraldOfBlood	Herald of Blood
Metadata/Items/Gem/SkillGemWitheringPresence	Withering Presence
Metadata/Items/Gem/SkillGemRavenousSwarm	Ravenous Swarm
Metadata/Items/Gem/SkillGemAscendancyMirageDeadeye	Mirage Deadeye
Metadata/Items/Gem/SkillGemMirageArcher	Mirage Archer
Metadata/Items/Ultimatum/UltimatumKeySpecial	Inscribed Ultimatum
Metadata/Items/Ultimatum/UltimatumKeySpecialNew	Inscribed Ultimatum
Metadata/Items/Gem/SkillGemCombatFrenzy	Combat Frenzy
Metadata/Items/Gems/SkillGemCastOnBlock	Cast on Block
Metadata/Items/Gems/SkillGemCastCurseOnBlock	Curse on Block
Metadata/Items/Gem/SkillGemGatheringStorm	Gathering Storm
Metadata/Items/Gem/SupportGemIronWill	[DNT-UNUSED] Iron Will
Metadata/Items/Gem/SupportGemIronGrip	[DNT-UNUSED] Iron Grip
Metadata/Items/Gem/SupportGemBranchingFissures	Branching Fissures I
Metadata/Items/Gem/SupportGemBranchingFissuresTwo	Branching Fissures II
Metadata/Items/Gem/SupportGemUpheaval	Upheaval I
Metadata/Items/Gem/SupportGemUpheavalTwo	Upheaval II
Metadata/Items/Gem/SupportGemKaomsMadness	Kaom's Madness
Metadata/Items/Gems/SupportGemDespoiler	Lasting Ground
Metadata/Items/Gem/SupportGemRicochet	Ricochet I
Metadata/Items/Gem/SupportGemRicochetTwo	Ricochet II
Metadata/Items/Gem/SupportGemRicochetThree	Ricochet III
Metadata/Items/Gem/SupportGemAncestralUrgency	Urgent Totems I
Metadata/Items/Gem/SupportGemAncestralUrgencyTwo	Urgent Totems II
Metadata/Items/Gem/SupportGemAncestralUrgencyThree	Urgent Totems III
